,id,predicted_class_,actual_class_,words_matched
840,840,technical,technical,"['optim', 'hear', 'start', 'floor', 'ppe', 'output', 'climb', 'chemistri', 'simul', 'configur', 'one', 'stage', 'heat', 'messag', 'analyt', 'liaison', 'twist', 'statist', 'powerpoint', 'incent', 'paramet', 'face', 'protect', 'commiss', 'metal', 'encount', 'troubleshoot']"
841,841,technical,technical,"['motor', 'administ', 'indic', 'hazard', 'influenc', 'trade', 'guid', 'ppe', 'trip', 'captur', 'avail', 'diplomaci', 'one', 'oil', 'forklift', 'interfac', 'shoe', 'steel', 'powerpoint', 'urgenc', 'temperatur', 'overtim', 'maintain', 'reliabl']"
842,842,technical,technical,"['door', 'indic', 'amount', 'malfunct', 'pump', 'valv', 'section', 'fuel', 'gas', 'station', 'boiler', 'conveyor', 'adjust', 'precaut', 'machineri', 'one', 'heat', 'oil', 'tour', 'detect', 'light', 'log', 'lock', 'bed', 'reason', 'chair', 'ground', 'stock', 'lift', 'steam', 'fire', 'temperatur', 'equival']"
843,843,technical,technical,"['motor', 'panel', 'hazard', 'switch', 'malfunct', 'replac', 'even', 'player', 'circuit', 'instrument', 'creed', 'weather', 'schemat', 'machineri', 'one', 'blueprint', 'damag', 'light', 'frequenc', 'desir', 'voltag', 'gear', 'major', 'ground', 'wire', 'conform', 'socket', 'ethic', 'fabric', 'applianc', 'troubleshoot']"
844,844,technical,technical,"['featur', 'autocad', 'inspector', 'feet', 'distanc', 'dust', 'manual', 'percentag', 'attribut', 'survey', 'fact', 'station', 'bridg', 'weather', 'drill', 'wind', 'dexter', 'one', 'cut', 'target', 'evid', 'hub', 'reason', 'visit', 'correspond', 'snow', 'compli', 'elev', 'quantiti', 'entiti', 'land', 'obstacl', 'finger', 'conclus', 'percept', 'crawl']"
845,845,technical,technical,"['subcontractor', 'calcul', 'pursuit', 'ownership', 'captur', 'theme', 'methodolog', 'save', 'aviat', 'architect', 'scientist', 'articl', 'one', 'key', 'creativ', 'facilit', 'heat', 'negoti', 'target', 'solv', 'wast', 'owner', 'win', 'path', 'subsystem', 'equival', 'commiss', 'accredit', 'wastewat']"
846,846,technical,technical,"['branch', 'transmiss', 'readi', 'bargain', 'surfac', 'replac', 'align', 'calendar', 'questionnair', 'aircraft', 'membership', 'sampl', 'fuel', 'assembl', 'error', 'prevent', 'date', 'exercis', 'schemat', 'seri', 'overhaul', 'guard', 'adjust', 'flight', 'mobil', 'one', 'oil', 'offici', 'meter', 'suitabl', 'length', 'precis', 'phase', 'mechan', 'gaug', 'uniform', 'retent', 'circumst', 'trial', 'command', 'wire', 'termin', 'advertis', 'militari', 'fire', 'troubleshoot', 'link', 'modif', 'ship', 'determin', 'diagram', 'deposit', 'workflow']"
847,847,technical,technical,"['deploy', 'readi', 'upgrad', 'spend', 'submiss', 'chanc', 'prevent', 'complic', 'conjunct', 'bid', 'layout', 'one', 'expans', 'surveil', 'detect', 'bill', 'negoti', 'valid', 'varianc', 'phase', 'crime', 'region', 'reduct', 'metric', 'compil', 'assur']"
848,848,technical,technical,"['workshop', 'trade', 'wareh', 'mitig', 'pipelin', 'map', 'physic', 'sql', 'proof', 'migrat', 'architect', 'intellig', 'one', 'math', 'discuss', 'aw', 'analyt', 'visit', 'batch', 'cloud', 'constraint', 'thing', 'tune', 'enterpris', 'path', 'adopt', 'face', 'warehous', 'mathemat', 'phd']"
849,849,technical,technical,"['door', 'diagnos', 'requisit', 'window', 'invest', 'refriger', 'rail', 'stair', 'floor', 'deleg', 'gas', 'conjunct', 'box', 'identifi', 'sheet', 'boiler', 'map', 'apart', 'one', 'key', 'pool', 'heat', 'fixtur', 'cut', 'visitor', 'light', 'meter', 'lock', 'furnitur', 'k', 'roof', 'ground', 'owner', 'circumst', 'remov', 'expenditur', 'storag', 'applianc', 'maintain']"
850,850,technical,technical,"['feet', 'stabil', 'dot', 'stoop', 'inquiri', 'dust', 'rail', 'pump', 'calcul', 'approx', 'receipt', 'revenu', 'alcohol', 'strength', 'attribut', 'ppe', 'autom', 'laser', 'pipelin', 'gas', 'movement', 'fume', 'height', 'tank', 'climb', 'weather', 'drill', 'discret', 'one', 'oil', 'ladder', 'meter', 'solv', 'excess', 'load', 'circumst', 'truck', 'appear', 'termin', 'identif', 'storag', 'fire', 'petroleum', 'overtim', 'choic', 'aptitud', 'crawl']"
851,851,technical,complex problem solving,"['profit', 'edit', 'help', 'internet', 'counti', 'channel', 'sampl', 'submiss', 'press', 'releas', 'stori', 'proof', 'articl', 'one', 'belief', 'print', 'light', 'hub', 'gaug', 'updat', 'donor', 'grant']"
852,852,complex problem solving,technical,"['minut', 'book', 'transmiss', 'eye', 'fraud', 'alcohol', 'abus', 'well', 'union', 'referr', 'prescript', 'tech', 'wage', 'answer', 'tax', 'precaut', 'observ', 'telephon', 'medic', 'stress', 'child', 'staf', 'one', 'sport', 'infect', 'park', 'accid', 'region', 'compli', 'definit', 'cancer', 'addict', 'nose', 'charg', 'find', 'rout', 'sign', 'meal', 'accredit', 'deposit', 'premium', 'card']"
853,853,technical,technical,"['ownership', 'visa', 'peer', 'creation', 'identif', 'autocad', 'portfolio', 'restaur', 'hotel', 'retail', 'deliver', 'one', 'trade', 'match', 'pto', 'size', 'sector', 'draw', 'bid', 'updat']"
854,854,technical,technical,"['readi', 'pharmacist', 'transpar', 'agent', 'relief', 'survey', 'substanc', 'prevent', 'act', 'conjunct', 'polic', 'medic', 'one', 'facilit', 'surveil', 'detect', 'potenti', 'pain', 'discrep', 'wast', 'pharmaci', 'metric', 'auditor', 'identif', 'entiti', 'paramet', 'licensur', 'charg', 'complaint', 'commiss', 'accredit']"
855,855,technical,technical,"['motor', 'turbin', 'start', 'pump', 'valv', 'replac', 'bar', 'manual', 'circuit', 'gas', 'height', 'instrument', 'weather', 'adjust', 'variabl', 'one', 'heat', 'ladder', 'frequenc', 'reason', 'correspond', 'draw', 'reliabl', 'compli', 'fire', 'overtim', 'percept', 'maintain', 'pipe', 'diagram', 'encount']"
856,856,technical,technical,"['motor', 'panel', 'distanc', 'stoop', 'masteri', 'even', 'alarm', 'climb', 'avail', 'weather', 'workforc', 'verif', 'one', 'ladder', 'voltag', 'twist', 'circumst', 'wire', 'stock', 'truck', 'lift', 'ethic', 'enterpris', 'fire', 'commiss', 'encount', 'troubleshoot', 'crawl']"
857,857,technical,technical,"['indic', 'priorit', 'stair', 'carrier', 'player', 'mentor', 'box', 'instrument', 'root', 'pregnanc', 'planner', 'child', 'one', 'ladder', 'mechan', 'paper', 'pet', 'beverag', 'poster', 'modif', 'reliabl']"
858,858,complex problem solving,complex problem solving,"['investor', 'return', 'car', 'prospect', 'administ', 'forecast', 'invest', 'revenu', 'membership', 'well', 'chanc', 'workload', 'deleg', 'fleet', 'econom', 'one', 'financ', 'negoti', 'expans', 'varianc', 'potenti', 'dealer', 'reduct', 'trust', 'enterpris', 'genet', 'enhanc', 'distributor', 'confid', 'acquisit', 'capit']"
859,859,technical,technical,"['enjoy', 'electron', 'stabil', 'stoop', 'spend', 'replac', 'strength', 'mine', 'aircraft', 'manual', 'classroom', 'digniti', 'abus', 'ownership', 'assembl', 'substanc', 'tractor', 'prescript', 'tank', 'one', 'light', 'aerospac', 'desir', 'affili', 'factori', 'mechan', 'ground', 'crane', 'truck', 'tree', 'harass', 'path', 'overtim', 'sign', 'sell']"
860,860,technical,technical,"['trade', 'spend', 'advisor', 'supplier', 'circuit', 'apprenticeship', 'session', 'save', 'reput', 'piec', 'mobil', 'one', 'cut', 'theori', 'discrep', 'size', 'mechan', 'crew', 'outlook', 'spreadsheet', 'fabric']"
861,861,technical,technical,"['interpret', 'semest', 'deposit', 'apprais', 'questionnair', 'defens', 'societi', 'percentag', 'classif', 'brief', 'membership', 'logic', 'error', 'station', 'move', 'version', 'payment', 'date', 'marriag', 'achiev', 'seri', 'proof', 'scientist', 'format', 'one', 'corp', 'mileston', 'target', 'potenti', 'curriculum', 'excess', 'analyst', 'checklist', 'credenti', 'trial', 'statist', 'definit', 'incent', 'charg', 'award', 'qualifi', 'estat', 'link', 'spous', 'assur', 'determin', 'accredit', 'mathemat', 'except']"
862,862,complex problem solving,complex problem solving,"['stoop', 'hear', 'amount', 'calcul', 'receipt', 'alarm', 'dispos', 'output', 'version', 'movement', 'fume', 'identifi', 'instrument', 'ray', 'chart', 'physic', 'radiat', 'physicist', 'motion', 'weight', 'verif', 'courtesi', 'dexter', 'one', 'discuss', 'incid', 'protocol', 'trust', 'absenc', 'cancer', 'termin', 'finger', 'fire', 'harass', 'genet', 'imag', 'therapi', 'percept', 'assur', 'commiss']"
863,863,technical,technical,"['ctap', 'interpret', 'eye', 'distanc', 'bargain', 'hazard', 'verifi', 'address', 'floor', 'sensit', 'referr', 'payment', 'substitut', 'ictap', 'motion', 'answer', 'econom', 'offici', 'print', 'potenti', 'discrep', 'excess', 'delay', 'trial', 'translat', 'fee', 'enforc', 'assur', 'protect', 'factor', 'border', 'entitl', 'sampl', 'sanit', 'commod', 'restrict', 'corp', 'epidemiolog', 'good', 'ladder', 'evid', 'nutrit', 'ground', 'pharmaci', 'termin', 'close', 'finger', 'overtim', 'find', 'pharmaceut', 'mathemat', 'inspector', 'semest', 'hear', 'depend', 'establish', 'survey', 'substanc', 'seri', 'proof', 'dexter', 'one', 'anim', 'suitabl', 'mail', 'twist', 'owner', 'loss', 'definit', 'lift', 'fax', 'lot', 'link', 'deposit', 'transmiss', 'diseas', 'amount', 'questionnair', 'stair', 'error', 'discharg', 'releas', 'date', 'admiss', 'button', 'verif', 'tour', 'detect', 'target', 'coursework', 'trust', 'score', 'remov', 'vet', 'award', 'qualifi', 'determin', 'accredit', 'voic']"
864,864,technical,technical,"['electron', 'diagnos', 'distanc', 'stoop', 'paperwork', 'trade', 'depend', 'suggest', 'manual', 'logic', 'assembl', 'referr', 'prescript', 'identifi', 'weld', 'polic', 'physic', 'weather', 'schemat', 'diagram', 'inclus', 'plumb', 'electr', 'adjust', 'medic', 'variabl', 'machineri', 'one', 'print', 'interfac', 'mechan', 'delay', 'quantiti', 'incent', 'percept', 'protect', 'hvac', 'adapt', 'encount', 'troubleshoot', 'crawl']"
865,865,technical,technical,"['inspector', 'car', 'rail', 'curv', 'internet', 'subsidiari', 'transpar', 'foundat', 'accomplish', 'injuri', 'town', 'disast', 'railroad', 'referr', 'rapport', 'tax', 'territori', 'procur', 'hat', 'staf', 'pool', 'one', 'theori', 'expans', 'length', 'mail', 'accid', 'truck', 'elev', 'outlook', 'powerpoint', 'fee', 'close', 'popul', 'overtim', 'poster', 'wear', 'protect', 'acquisit', 'except']"
866,866,technical,technical,"['featur', 'eye', 'deliver', 'inquiri', 'trade', 'masteri', 'guid', 'transpar', 'advoc', 'domain', 'research', 'session', 'share', 'learner', 'match', 'inclus', 'web', 'scientist', 'observ', 'one', 'stage', 'consent', 'evid', 'discuss', 'connect', 'desir', 'lifecycl', 'analyt', 'interfac', 'region', 'privaci', 'prototyp', 'psycholog', 'peer', 'entiti', 'portfolio', 'enterpris', 'news', 'link', 'arrang', 'find', 'studio', 'profess', 'analys', 'factor', 'workflow', 'card']"
867,867,complex problem solving,technical,"['subcontractor', 'discoveri', 'transpar', 'preserv', 'box', 'ray', 'creed', 'physic', 'radiat', 'workforc', 'satellit', 'simul', 'procur', 'one', 'mentorship', 'interfac', 'analyst', 'lot', 'semiconductor', 'starter', 'phd']"
868,868,technical,technical,"['readi', 'airfram', 'aircraft', 'manual', 'percentag', 'player', 'assembl', 'sheet', 'match', 'chief', 'pilot', 'aviat', 'stand', 'articl', 'one', 'creativ', 'solv', 'phase', 'factori', 'mechan', 'paper', 'command', 'stock', 'remov', 'powerpoint', 'overtim', 'rotat', 'metal', 'troubleshoot']"
869,869,technical,technical,"['optim', 'feet', 'distanc', 'forecast', 'invest', 'stoop', 'hazard', 'corpor', 'replac', 'advisor', 'calcul', 'sector', 'supplier', 'classif', 'autom', 'pipelin', 'commod', 'gas', 'oblig', 'height', 'conjunct', 'save', 'avail', 'physic', 'weather', 'pregnanc', 'pilot', 'discret', 'simul', 'weight', 'procur', 'bid', 'one', 'heat', 'behalf', 'bill', 'expans', 'meter', 'light', 'voltag', 'park', 'interfac', 'liaison', 'owner', 'sustain', 'load', 'read', 'lifestyl', 'metric', 'portfolio', 'women', 'finger', 'storag', 'award', 'estat', 'percept', 'framework', 'modif', 'reliabl', 'capit', 'electr', 'transform', 'crawl']"
870,870,technical,technical,"['sop', 'optim', 'car', 'indic', 'rail', 'apprais', 'align', 'guid', 'floor', 'manual', 'union', 'propuls', 'pursuit', 'assembl', 'output', 'schemat', 'tabl', 'workforc', 'bid', 'one', 'desir', 'voltag', 'factori', 'draw', 'wire', 'expens', 'ship', 'diagram']"
871,871,technical,technical,"['hear', 'proceed', 'calendar', 'disclosur', 'character', 'autom', 'assembl', 'prevent', 'station', 'polic', 'stand', 'robot', 'format', 'one', 'mail', 'curriculum', 'crime', 'paper', 'statist', 'enforc', 'charg', 'complaint', 'fabric', 'grant']"
872,872,technical,technical,"['transmiss', 'electron', 'hazard', 'trade', 'sanit', 'brake', 'steer', 'weld', 'fleet', 'polic', 'discret', 'precaut', 'one', 'theori', 'park', 'mechan', 'auto', 'truck', 'diagnost', 'diagnosi', 'diagram', 'metal', 'diesel']"
873,873,technical,technical,"['transmiss', 'chain', 'retail', 'diagnos', 'stoop', 'dust', 'replac', 'night', 'suspens', 'fact', 'brake', 'movement', 'steer', 'weather', 'motion', 'stand', 'variabl', 'one', 'iep', 'precis', 'discount', 'encount', 'merchandis', 'boy', 'lift', 'tune', 'women', 'conclus', 'distributor', 'diagnosi', 'percept', 'commiss', 'diagram', 'parent', 'auto', 'premium']"
874,874,technical,complex problem solving,"['hotel', 'invoic', 'paperwork', 'amount', 'calcul', 'injuri', 'creation', 'deleg', 'payment', 'leas', 'price', 'one', 'pool', 'damag', 'meter', 'varianc', 'restaur', 'mail', 'payrol', 'phase', 'ground', 'owner', 'beverag', 'updat', 'storag', 'fax', 'temperatur', 'estat', 'kitchen', 'confid', 'capit']"
875,875,technical,technical,"['inquiri', 'sector', 'membership', 'pursuit', 'workload', 'perspect', 'intern', 'mentor', 'one', 'financ', 'negoti', 'complex', 'architectur', 'affili', 'phase', 'visit', 'draw', 'thing', 'conform', 'alloc', 'fee', 'fire', 'right']"
876,876,technical,technical,"['profil', 'eye', 'diseas', 'cell', 'internet', 'oncolog', 'script', 'payment', 'map', 'scientist', 'immun', 'one', 'pain', 'medicin', 'bank', 'protein', 'analyt', 'draft', 'mechan', 'privaci', 'cancer', 'peer', 'fee', 'open', 'find', 'pharmaceut']"
877,877,technical,technical,"['profit', 'retail', 'start', 'spend', 'player', 'move', 'staf', 'one', 'restaur', 'connect', 'discount', 'visit', 'accid', 'privaci', 'absenc', 'crew', 'involv', 'moment', 'fire', 'lot', 'award', 'meal', 'kitchen', 'adopt']"
878,878,technical,technical,"['motor', 'transmiss', 'electron', 'hear', 'trade', 'switch', 'malfunct', 'start', 'circuit', 'apprenticeship', 'conduit', 'revis', 'instrument', 'creed', 'side', 'workforc', 'overhaul', 'layout', 'one', 'blueprint', 'math', 'frequenc', 'draw', 'compli', 'wire', 'identif', 'protect', 'troubleshoot', 'transform']"
879,879,technical,technical,"['motor', 'reserv', 'paperwork', 'textur', 'priorit', 'logist', 'mine', 'subsidiari', 'floor', 'digniti', 'internet', 'manual', 'night', 'well', 'gas', 'calibr', 'conveyor', 'machineri', 'one', 'produc', 'oil', 'heat', 'forklift', 'wast', 'correspond', 'sustain', 'paint', 'truck', 'count', 'ethic', 'storag', 'spreadsheet', 'ship', 'warehous', 'metal']"
880,880,technical,technical,"['deploy', 'chain', 'upgrad', 'influenc', 'supplier', 'aircraft', 'defens', 'internet', 'sector', 'carrier', 'server', 'creation', 'error', 'warfar', 'violat', 'tier', 'overhaul', 'configur', 'one', 'detect', 'aerospac', 'precis', 'avion', 'protocol', 'translat', 'land', 'pride', 'diagnost', 'determin', 'wing', 'factor', 'troubleshoot']"
881,881,technical,technical,"['feet', 'stabil', 'dot', 'inquiri', 'pump', 'approx', 'supplier', 'receipt', 'revenu', 'alcohol', 'strength', 'carrier', 'sampl', 'attribut', 'ppe', 'laser', 'autom', 'pipelin', 'gas', 'station', 'prevent', 'calibr', 'tank', 'height', 'weather', 'discret', 'radio', 'conflict', 'adjust', 'observ', 'one', 'damag', 'oil', 'ladder', 'meter', 'solv', 'owner', 'loss', 'load', 'circumst', 'truck', 'alloc', 'awar', 'termin', 'close', 'mindset', 'storag', 'fire', 'petroleum', 'overtim', 'choic', 'aptitud', 'card']"
882,882,technical,technical,"['minut', 'stoop', 'depend', 'cooper', 'consist', 'flow', 'pallet', 'suggest', 'digniti', 'injuri', 'motiv', 'conjunct', 'share', 'box', 'root', 'methodolog', 'inclus', 'benchmark', 'answer', 'adjust', 'one', 'creativ', 'deviat', 'timelin', 'iso', 'log', 'discrep', 'make', 'deal', 'incid', 'size', 'accid', 'analyst', 'liaison', 'ground', 'reduct', 'loss', 'thing', 'circumst', 'command', 'updat', 'quantiti', 'finger', 'lot', 'open', 'assur', 'ship', 'warehous', 'reliabl', 'crawl']"
883,883,technical,technical,"['hazard', 'suppress', 'prevent', 'payment', 'climb', 'physic', 'drill', 'overhaul', 'radio', 'chemistri', 'precaut', 'staf', 'print', 'accid', 'carri', 'crew', 'enforc', 'militari', 'protect', 'factor', 'auto', 'ill', 'dust', 'valv', 'relief', 'fuel', 'station', 'fume', 'radiat', 'violat', 'weight', 'ladder', 'evid', 'pain', 'traffic', 'ground', 'symptom', 'termin', 'finger', 'petroleum', 'meal', 'band', 'mathemat', 'extens', 'resuscit', 'motor', 'administ', 'substanc', 'oblig', 'proof', 'child', 'telephon', 'stand', 'dexter', 'walk', 'light', 'charact', 'rescu', 'twist', 'heart', 'protocol', 'command', 'truck', 'elev', 'lift', 'open', 'applianc', 'atmospher', 'crawl', 'card', 'car', 'readi', 'stream', 'pump', 'alarm', 'aircraft', 'agent', 'classif', 'injuri', 'suspens', 'discharg', 'move', 'save', 'blood', 'chief', 'side', 'verif', 'mobil', 'heat', 'oil', 'meter', 'frequenc', 'connect', 'demonstr', 'incid', 'incom', 'remov', 'victim', 'fire', 'temperatur', 'qualifi', 'sign', 'fluid', 'coupl']"
884,884,technical,technical,"['hear', 'proceed', 'calendar', 'disclosur', 'prevent', 'station', 'mentor', 'polic', 'physic', 'achiev', 'inclus', 'allow', 'chemistri', 'scientist', 'stand', 'format', 'one', 'math', 'mentorship', 'evid', 'mail', 'curriculum', 'crime', 'sustain', 'credenti', 'paper', 'statist', 'enforc', 'women', 'popul', 'open', 'charg', 'complaint', 'grant', 'transform']"
885,885,technical,technical,"['sop', 'optim', 'diseas', 'influenc', 'biochemistri', 'cell', 'relief', 'section', 'player', 'character', 'disclosur', 'submiss', 'substanc', 'edg', 'tech', 'pregnanc', 'pilot', 'workforc', 'chemistri', 'intellig', 'one', 'stage', 'timelin', 'mileston', 'valid', 'biolog', 'subject', 'paramet', 'harass', 'patent', 'therapi', 'starter', 'purif', 'vaccin', 'phd']"
886,886,technical,complex problem solving,"['start', 'mile', 'combat', 'bear', 'submiss', 'act', 'creed', 'pregnanc', 'inclus', 'philosophi', 'observ', 'button', 'teacher', 'stage', 'one', 'evid', 'complex', 'mail', 'curriculum', 'affili', 'app', 'emphasi', 'justic', 'voic']"
